U+3400	㐀	qiū;jau1;null;null;null	⿱卝一
U+7F70	罰	fá;fat6;PEL;BATSU,BACHI,HATSU;phạt	⿱罒⿰言刂
U+7F71	罱	lǎn;laam5,naam5;null;GUN,NAN,RAN;null	⿱罒⿱十⿵冂⿱丷干
U+7F72	署	shǔ;cyu5,syu5;SE;SHO;thợ	⿱罒⿸耂日[GTJ]
U+7F73	罳	sī;si1;null;null;null	⿱罒⿱田心
U+7F74	罴	pí;bei1;null;null;null	⿱⿱罒⿱⿱十一厶灬
U+7F75	罵	mà;maa6;MAY;BA;mạ	⿱罒⿹⑥灬
U+7F76	罶	liǔ;lau5;null;RYUU,RU;null	⿱罒⿱⿰③⿹𠃌丿田
U+7F77	罷	bà;baa6,pei4;PHA,PHI;HI,HAI;bãi	⿱罒⿰⿱厶⿵⺆冫[T]⿱⿺乚丿[GJ]⿺乚丿[GJ]
U+7F78	罸	fá;fat6;PEL;BATSU,BACHI;null	⿱罒⿰言寸
U+7F79	罹	lí;lei4;LI;RI,RA;null	⿱罒⿰忄隹
U+7F7A	罺	cháo;caau3;null;null;null	⿱罒⿱⿲𡿨𡿨𡿨⿻日木
U+7F7B	罻	wèi;wai3,wat1;null;null;null	⿱罒⿰⿸尸示寸
U+7F7C	罼	bì;null;PHIL;null;null	⿱罒⿻⑨一
U+7F7D	罽	jì;gai3;KYEY;KEI;null	⿱罒⿸厂⿰⿱⿱八人⿱八人刂
U+7F7E	罾	zēng;zang1;CUNG;SOU;null	⿱罒⿱丷⿱⿴囗⺌日[GTV]
U+7F7F	罿	chōng;cung1,tung4;null;SHOU,SHU,TOU,ZU;null	⿱罒⿱⿱⿱⿱丶一[GTK]丷一⿱⿻甲一一
U+7F80	羀	liǔ;null;null;RYUU,RU;null	⿱⿵冂⿰㐅㐅⿱丣田
U+7F81	羁	jī;gei1;null;null;null	⿱罒⿰革⿹②一
U+7F82	羂	juàn;null;KYEN;KEN;null	⿱罒⿰⿱⿰②丶③⿱口月[GK][GT]
U+7F83	羃	mì;mik6;null;BEKI;null	⿱罒⿱⿱⿻十丨[GJ]⿱日⿻一人巾
U+7F84	羄	zhào;null;null;null;null	⿱罒⿰⿱⿰②丶③⿱⺊⿱日十[GTV]
U+7F85	羅	luó;lo4;LA;RA;la	⿱罒⿰⿱⿰②丶③隹[GT]
U+7F86	羆	pí;bei1;PI;HI;null	⿱罒⿱⿰⿱厶⿵⺆冫[T]⿱⿺乚丿[GJ]⿺乚丿[GJ]灬
U+7F87	羇	jī;gei1;KI;KI;null	⿱罒⿰革⿱⿻一人⿹⿱一亅口
U+7F88	羈	jī;gei1;KI;KI;null	⿱罒⿰革⿹⑥灬
U+7F89	羉	luán;lyun4;null;null;null	⿱罒⿲⿱⿰②丶小言⿱⿰②丶小
U+7F8A	羊	yáng;joeng4;YANG;YOU;dương	⿱䒑⿻⿱一一丨
U+7F8B	羋	mǐ;me1,me5;MI;BA,MA,BI,MI;null	⿱⿴卝丨⿻⿱一一丨[GJK],⿱⿴卝丨干[T]
U+7F8C	羌	qiāng;goeng1;KANG;KYOU;null	⿸⿱䒑⿻⿱一一丨乚[G],⿱⿱⿱丷一⿱十一⿰丿乚[TJK]
U+7F8D	羍	dá;taat3;null;TATSU,TACHI;null	⿱⿻一人⿱䒑⿻⿱一一丨
U+7F8E	美	měi;mei5;MI;BI,MI;mỉ	⿱⿱⿱丷一⿱十一⿻一人
U+7F8F	羏	yáng;joeng4;null;YOU;null	⿰⿱䒑⿻⿱一一丨彡
U+7F90	羐	yǒu;null;null;YUU,YU;null	⿳艹⿱十一久
U+7F91	羑	yǒu;jau5;null;YUU,YU;null	⿱⿱⿱丷一⿱十一久
U+7F92	羒	fén;fan1,fan4;null;null;null	⿰⿱䒑⿻⿱一一丨⿱八⿹𠃌丿
U+7F93	羓	bā;baa1;null;null;null	⿰⿱䒑⿻⿱一一丨巴
U+7F94	羔	gāo;gou1;KO;KOU;null	⿱⿱⿱丷一⿱十一灬
U+7F95	羕	yàng;joeng6;null;null;null	⿱⿱⿱丷一⿱十一永[GT],⿱⿱⿱丷一⿱十一⿱⿱丶一[GTK]⿲㇇亅⿺乀丿[K]
U+7F96	羖	gǔ;gu2;KO;KO,KU;null	⿰⿱䒑⿻⿱一一丨⿱𠘧又[GT]
U+7F97	羗	qiāng;goeng1;KANG;KYOU;null	⿷⿸⿱䒑⿻⿱一一丨乚[G]厶
U+7F98	羘	zāng;null;CANG;SOU;null	⿰月⿱䒑⿻⿱一一丨
U+7F99	羙	gāo;mei5;null;null;null	⿱⿱⿱丷一⿱十一⿱八人
U+7F9A	羚	líng;ling4;LYENG;REI,RYOU;null	⿰⿱䒑⿻⿱一一丨⿱⿱人丶龴[G]
U+7F9B	羛	yì;hei3,ji6;null;null;null	⿱⿱⿱丷一⿱十一⿻弓⿰丿丨
U+7F9C	羜	zhù;cyu5;null;CHO,JO,SHO;null	⿰⿱䒑⿻⿱一一丨⿱宀⿱一亅
U+7F9D	羝	dī;dai1;CE;TEI;dê	⿰⿱䒑⿻⿱一一丨⿱氏丶[G]
U+7F9E	羞	xiū;sau1;SWU;SHUU;null	⿸⿱䒑⿻⿱一一丨丑[G],⿸⿱⿱⿱丷一⿱十一丿丑[TJK]
U+7F9F	羟	qiǎng;koeng5;null;null;null	⿰⿱䒑⿻⿱一一丨⿱ス工
U+7FA0	羠	yí;ji4;null;null;null	⿰⿱䒑⿻⿱一一丨⿻⿻一人弓
U+7FA1	羡	xiàn;sin4,sin6;SEN,YEN;SEN,EN;tiện	⿱⿱⿱丷一⿱十一⿰冫欠[GJ]
U+7FA2	羢	róng;jung4;null;JOU,NYU;null	⿰⿱䒑⿻⿱一一丨⿹⿻⿺⿻一乚丶丿𠂇
U+7FA3	羣	qún;kwan4;null;GUN,KUN;null	⿱⿸⿻⿻コ一丿口⿱䒑⿻⿱一一丨
U+7FA4	群	qún;kwan4;KWUN;GUN,KUN;quần	⿰⿸⿻⿻コ一丿口⿱䒑⿻⿱一一丨
U+7FA5	羥	qiǎng;coeng1,koeng5;null;null;null	⿰⿱䒑⿻⿱一一丨⿳一⿲𡿨𡿨𡿨工
U+7FA6	羦	huán;wun4;null;KAN,GAN;null	⿰⿱䒑⿻⿱一一丨⿱宀⿱一⿱一⿰丿乚
U+7FA7	羧	suō;so1;null;null;null	⿰⿱䒑⿻⿱一一丨⿳厶八夂[G]
U+7FA8	羨	xiàn;sin6;SEN,YEN;SEN,EN;null	⿱⿱⿱丷一⿱十一⿰氵欠
U+7FA9	義	yì;ji6;UY;GI;nghĩa	⿱⿱⿱丷一⿱十一我
U+7FAA	羪	yang;null;null;YOU;null	⿰⿱䒑⿻⿱一一丨⿱丶艮[GTV]
U+7FAB	羫	qiāng;null;KANG;null;null	⿰⿱䒑⿻⿱一一丨⿱⿱宀八工
U+7FAC	羬	qián;null;null;null;null	⿰⿱䒑⿻⿱一一丨⿵⿵戊一口
U+7FAD	羭	yú;jyu4;null;YU;null	⿰⿱䒑⿻⿱一一丨⿱⿱人一⿰月刂[GT],⿰⿱䒑⿻⿱一一丨⿱亼⿰月⿰𡿨𡿨[GT][JK]
U+7FAE	羮	gēng;gang1;null;KOU,KAN;canh	⿳⿱⿱⿱丷一⿱十一灬一⿻⿱一一人
U+7FAF	羯	jié;kit3;KAL;KATSU,KETSU;null	⿰⿱䒑⿻⿱一一丨⿱日⿹勹⿺𠃊人
U+7FB0	羰	tāng;tong1;null;null;null	⿰⿱䒑⿻⿱一一丨⿱山⿸𠂇⿱八人[GTKV]
U+7FB1	羱	yuán;jyun4;null;null;null	⿰⿱䒑⿻⿱一一丨⿸厂⿱白小
U+7FB2	羲	xī;hei1;HUY;GI,KI;null	⿱𦍌⿻⿱⿱丿木⿱一㇉③
U+7FB3	羳	fán;faan4;null;null;null	⿰⿱䒑⿻⿱一一丨⿱⿱丿米田
U+7FB4	羴	shān;saan1,zin1;null;SEN;null	⿱羊⿰⿱䒑⿻⿱一一丨⿱䒑⿻⿱一一丨
U+7FB5	羵	fén;fan4;null;null;null	⿰⿱䒑⿻⿱一一丨⿱⿱十⿻一⿰丿丨⿱目八
U+7FB6	羶	shān;zin1;CEN;SEN;null	⿰⿱䒑⿻⿱一一丨⿱⿱⿱丶一[GTK]⿴囗口⿱日一[GTJ]
U+7FB7	羷	liǎn;lim5;null;null;null	⿰⿱䒑⿻⿱一一丨⿳⿱人一⿰口口⿰人人
U+7FB8	羸	léi;leoi4;LI;RUI;null	⿱吂⿲月⿱䒑⿻⿱一一丨⿵几丶
U+7FB9	羹	gēng;gang1;KAYNG;KOU,KAN;null	⿱⿱⿱⿱丷一⿱十一灬⿱⿱⿱丷一⿱十一⿻一人
U+7FBA	羺	nóu;null;null;null;null	⿰⿱䒑⿻⿱一一丨⿱⿱一⿻冂⿻丨⿱丷八⿱一⿱丿⿵冂⿰丨丨
U+7FBB	羻	qiàng;null;null;null;null	⿰⿱䒑⿻⿱一一丨⿸⿸广⿻コ⿰丨丨⿱乛⿱心夂[G]
U+7FBC	羼	chàn;caan3,can3;null;SAN,SEN;null	⿸尸⿱羊⿰⿱䒑⿻⿱一一丨⿱䒑⿻⿱一一丨
U+7FBD	羽	yǔ;jyu5;WU;U;võ	⿰⿹𠃌冫⿹𠃌冫[GTJV],⿰⿹𠃌⿱丿丿⿹𠃌⿱丿丿[K]
U+7FBE	羾	gòng;null;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]工
U+7FBF	羿	yì;ngai6;null;GEI;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿻一⿰丿丨
U+7FC0	翀	chōng;cung1;null;CHUU,JU;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿻口丨
U+7FC1	翁	wēng;jung1;ONG;OU;ông	⿱⿱八厶⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FC2	翂	fēn;fan1;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱八⿹𠃌丿
U+7FC3	翃	hóng;wang4;null;KOU;null	⿰⿸𠂇厶⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FC4	翄	chì;ci3;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱十又
U+7FC5	翅	chì;ci3;SI;SHI;null	⿺⿱十又⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FC6	翆	cuì;null;null;SUI;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱九十
U+7FC7	翇	fú;null;null;null;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿺⿸𠂇又丶[G]
U+7FC8	翈	xiá;null;null;KOU,GOU;null	⿰甲⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FC9	翉	běn;null;null;null;null	⿰本⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FCA	翊	yì;jik6;IK;YOKU;null	⿰⿱⿱⿱丶一[GTK]丷一⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FCB	翋	lā;laap6;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱⿱⿱丶一[GTK]丷一
U+7FCC	翌	yì;jik6;IK;YOKU;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱⿱⿱丶一[GTK]丷一
U+7FCD	翍	pī;pei1;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]皮
U+7FCE	翎	líng;ling4;LYENG;REI,RYOU;ầm,liệng	⿰⿱⿱人丶龴[G]⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FCF	翏	liù;lau6,liu4,liu6;null;RYUU,RU,RYOU,RIKU;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱人彡
U+7FD0	翐	zhì;dit6;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿰丿⿻⿱一一人
U+7FD1	翑	qú;null;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿹勹口
U+7FD2	習	xí;zaap6;SUP;SHUU,JUU;tập	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]白
U+7FD3	翓	xié;null;null;null;null	⿰⿱⿱十一口⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FD4	翔	xiáng;coeng4;SANG;SHOU;null	⿰⿱䒑⿻⿱一一丨⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FD5	翕	xī;jap1;HUP;KYUU;hấp	⿱⿱⿱人一口⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FD6	翖	xī;null;HUP;null;null	⿰⿱⿱人一口⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FD7	翗	ké;null;null;null;null	⿰⿱⿴𠂊丶⿴𠂊丶⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FD8	翘	qiào;kiu4;null;null;null	⿺⿱⿻⿻一乚丿⿱一⿰丿乚⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FD9	翙	huì;null;null;null;null	⿰⿱山⿴𠂊丶⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FDA	翚	huī;null;HWI;null;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱冖车
U+7FDB	翛	xiāo;siu1;SO;YUU,YU,SHUKU;null	⿰⿰亻丨⿱夂⿰⿹𠃌冫⿹𠃌冫[GTJV][G],⿰⿰亻丨⿱攵⿰⿹𠃌冫⿹𠃌冫[GTJV][TJK]
U+7FDC	翜	shà;saap3;null;null;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿻⿻一人⿰人人
U+7FDD	翝	hóng;wang4;null;null;null	⿰⿱宀⿸𠂇厶⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FDE	翞	jiāng;null;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿳⿱丶一[GTK]口小
U+7FDF	翟	dí;dik6,zaak6;CEK,CHAYK;KEKI,JAKU,TAKU;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]隹
U+7FE0	翠	cuì;ceoi3;CHWI;SUI;thuý	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱⿱⿱丶一[GTK]⿰人人十
U+7FE1	翡	fěi;fei2;PI;HI;phỉ	⿱非⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FE2	翢	dào;null;null;null;null	⿰⿵⺆⿱⿱十一口[GTJV]⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FE3	翣	shà;saap3;SAP;SOU,SHOU;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱⿱⿱⿱丶一[GTK]丷一女
U+7FE4	翤	chì;null;SI;null;null	⿰⿱口⿵冂⿻十丨⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FE5	翥	zhù;zyu3;null;SHO;chở	⿱⿸耂日[GTJ]⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FE6	翦	jiǎn;zin2;CEN;SEN;null	⿱⿱⿱丷一⿰月刂⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FE7	翧	xuān;hyun1;null;null;null	⿰⿱宀⿱一⿱日一⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FE8	翨	chì;ci3,si6;null;SHI,KI;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱日⿱一龰
U+7FE9	翩	piān;pin1;PHYEN;HEN;phiến	⿰⿸⿱丶尸⿵冂⿻十丨[G]⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FEA	翪	zōng;zung1;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿳⿶凵㐅八夂[G]
U+7FEB	翫	wán;wun6;WAN;GAN;null	⿰⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]白⿱一⿱一⿰丿乚
U+7FEC	翬	huī;fai1;HWI;KI;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱冖車
U+7FED	翭	hóu;hau4;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿰亻⿱ユ⿱𠂉⿻一人
U+7FEE	翮	hé;gaak3,hat6;HAYK;KAKU,GYAKU,REKI,RYAKU;null	⿰⿳一口⿵⿵冂⿰丿乚⿱一丨[GT]⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FEF	翯	hè;hok6;null;KOKU,GOKU,KAKU,GAKU;null	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿳⿱丶一[GTK]口⿵冂口
U+7FF0	翰	hàn;hon6;HAN;KAN;null	⿰𠦝⿱人⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FF1	翱	áo;ngou4;KO;null;null	⿰⿱白⿱⿻一人十⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FF2	翲	piāo;null;null;HYOU,BYOU;null	⿰⿱⿱一⿻口⿰丨丨示⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FF3	翳	yì;ai3,ji1;YEY;EI;null	⿱⿰⿷匚⿱𠂉⿻一人[GJK]⿱𠘧又[GT]⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FF4	翴	lián;null;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿺辶車
U+7FF5	翵	hóu;null;null;null;null	⿰⿰⿹𠃌冫⿹𠃌冫[GTJV]⿹⑦灬
U+7FF6	翶	áo;null;null;null;null	⿰⿱白⿻十⿱丷八[G]⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FF7	翷	lín;null;null;null;null	⿰⿱米⿰⿴𠂊丶㐄⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FF8	翸	pěn;null;null;null;null	⿰⿱⿱十⿻一⿰丿丨⿱目八⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FF9	翹	qiào;kiu4;KYO;GYOU;null	⿺⿱⿱⿱十一⿰⿱十一⿱十一⿱一⿰丿乚⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FFA	翺	áo;ngou4;KO;GOU,KOU;null	⿰⿱自⿻十⿱丷八[G]⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FFB	翻	fān;faan1;PEN;HON,HAN;null	⿰⿱⿱丿米田⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FFC	翼	yì;jik6;IK;YOKU;dực	⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱田⿱⿱⿻十丨一八
U+7FFD	翽	huì;wai3;null;KAI,KE;null	⿰⿱止⿵⿵戊一𣥂⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FFE	翾	xuān;hyun1;HYEN;KEN;null	⿰⿳罒⿱一口𧘇⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+7FFF	翿	dào;dou6,tou4;null;TOU,DOU;null	⿰⿳⿳⿱十一乛工一⿰口寸⿰⿹𠃌冫⿹𠃌冫[GTJV]
U+8000	耀	yào;jiu6;YO;YOU;null	⿰⿱⺌⿱一⿰丿乚⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]隹
U+8001	老	lǎo;lou5;LO;ROU;lão	⿸耂⿺乚丿[GJ]
U+8002	耂	lǎo;lou5;null;null;null	耂
U+8003	考	kǎo;haau2;KO;KOU;khảo	⿸耂⿱一㇉
U+8004	耄	mào;mou6;MO;MOU,BOU;null	⿱⿸耂⿺乚丿[GJ]⿱丿⿻⿱一一乚
U+8005	者	zhě;ze2;CA;SHA;null	⿸耂日[GTJ],⿸耂⿱丶日[K]
U+8006	耆	qí;kei4;KI,CHI;KI,GI,SHI;null	⿱⿸耂⿺乚丿[GJ]日
U+8007	耇	gǒu;gau2;KWU;KOU,KU;null	⿸耂⿹勹口
U+8008	耈	gǒu;gau2;KWU;KOU,KU;null	⿱⿸耂⿺乚丿[GJ]⿹勹口
U+8009	耉	gǒu;null;KWU;KOU,KU;null	⿹⿸耂⿱一㇉口
U+800A	耊	dié;null;null;TETSU;null	⿸耂⿱⿱一厶⿱十一
U+800B	耋	dié;dit6;null;TETSU;null	⿱⿸耂⿺乚丿[GJ]⿱⿱一厶⿱十一
U+800C	而	ér;ji4;I;JI,NI;null	⿱一⿱丿⿵冂⿰丨丨
U+800D	耍	shuǎ;saa2;null;SA,SHA;null	⿱⿱一⿱丿⿵冂⿰丨丨女
U+800E	耎	ruǎn;jyun5;null;ZEN,NEN;null	⿱⿱一⿱丿⿵冂⿰丨丨⿻一人
U+800F	耏	nài;ji4;null;JI,NI,DAI,NAI;null	⿰⿱一⿱丿⿵冂⿰丨丨彡
U+8010	耐	nài;noi6;NAY;TAI,DOU;null	⿰⿱一⿱丿⿵冂⿰丨丨寸
U+8011	耑	duān;dyun1,zyun1;TAN;TAN,SEN;null	⿱山⿱一⿱丿⿵冂⿰丨丨
U+8012	耒	lěi;leoi6,loi6;LOY;RAI,RUI;lồi	⿻一未[G],⿻丿未[TJKV]
U+8013	耓	tīng;null;null;TEI,CHOU;null	⿰⿻一未[G]⿱一亅
U+8014	耔	zǐ;zi2;CA;SHI;null	⿰⿻一未[G]子
U+8015	耕	gēng;gaang1,gang1;KYENG;KOU;canh	⿰⿻一未[G]井
U+8016	耖	chào;caau3;CHO;SOU,SHOU;null	⿰⿻一未[G]⿱小丿
U+8017	耗	hào;hou3;MO;MOU,KOU;hao	⿰⿻一未[G]⿱丿⿻⿱一一乚
U+8018	耘	yún;wan4;WUN;UN;null	⿰⿻一未[G]⿱⿱一一厶
U+8019	耙	bà,pá;paa4;PHA;HA;khịt,bừa	⿰⿻一未[G]巴
U+801A	耚	pī;null;null;null;null	⿰⿻一未[G]皮
U+801B	耛	yí;null;null;null;null	⿰⿻一未[G]⿱厶口
U+801C	耜	sì;zi6;null;SHI;null	⿰⿻一未[G]㠯
U+801D	耝	qù;ceoi3;null;SHO,ZO;null	⿰⿻一未[G]且
U+801E	耞	jiā;gaa1;KA;KA,KE;rội	⿰⿻一未[G]⿰⿻丿𠃌口
U+801F	耟	jù;null;null;KYO,GO;null	⿰⿻一未[G]巨
U+8020	耠	huō;hap6;null;KOU,GOU;null	⿰⿻一未[G]⿱⿱人一口
U+8021	耡	chú;co4;SE;JO;null	⿰⿻一未[G]⿰且⿻丿𠃌
U+8022	耢	lào;null;null;null;null	⿰⿻一未[G]⿱⿱⿻十丨[GJ]冖⿻丿𠃌
U+8023	耣	lǔn;null;null;null;null	⿰⿻一未[G]⿱⿱人一⿵冂⿻十丨
U+8024	耤	jí;zik6;null;SEKI,JAKU,SHA,JA;null	⿰⿻一未[G]⿱⿱⿻十丨一日
U+8025	耥	tāng;tong2;null;null;null	⿰⿻一未[G]⿱⺌⿵冂口
U+8026	耦	ǒu;ngau5;WU;GOU,GU,GUU;null	⿰⿻一未[G]禺
U+8027	耧	lóu;lau4;null;null;null	⿰⿻一未[G]⿱米女
U+8028	耨	nòu;nau6;NWU;DOU,JOKU,NOKU;nậu	⿰⿻一未[G]⿱⿸厂⿱二⿰𠄌⿺乀丿寸
U+8029	耩	jiǎng;gong2,kau1;null;null;null	⿰⿻一未[G]⿱⿱井一冉
U+802A	耪	pǎng;pong5;null;null;null	⿰⿻一未[G]⿱⿱⿱⿱丶一[GTK]丷冖⿱亠⿰丿𠃌
U+802B	耫	zhá;null;null;null;null	⿰⿻一未[G]⿱龶⿱目八
U+802C	耬	lóu;lau4;LWU;ROU,RU;null	⿰⿻一未[G]⿱⑧女
U+802D	耭	jī;null;KI;null;null	⿰⿻一未[G]⿹⿻⿻⿺⿻一乚丶丿⿰⿰②丶⿰②丶人
U+802E	耮	lào;lou4,lou6;null;ROU;null	⿰⿻一未[G]⿱⿱⿰⿱八人⿱八人冖⿻丿𠃌
U+802F	耯	huò;wok6;null;null;null	⿰⿻一未[G]⿱⿻十丨[GJ]⿱隹又[GTJ]
U+8030	耰	yōu;jau1;WU;YUU,U;null	⿰⿻一未[G]⿱⿱⑧心夂[GJK]
U+8031	耱	mò;mo6;null;null;null	⿰⿻一未[G]⿸⿸广⿰木木[GJ]⿸⿱一丿口
U+8032	耲	huái;null;null;null;null	⿰⿻一未[G]⿳⿱丶一[GTK]⿱罒⑤[GT]𧘇[GT]
U+8033	耳	ěr;ji5;I;JI,JOU;nhĩ	耳
U+8034	耴	yì;zip3;null;CHOU,JOU,NYOU;null	⿰耳乚
U+8035	耵	dīng;ding1,ding2,ting1;null;TEI,CHOU;null	⿰耳⿱一亅
U+8036	耶	yé;je4;YA;YA,JA;null	⿰耳阝
U+8037	耷	dā;daap3;null;TOU,CHOU;null	⿱⿻一人耳
U+8038	耸	sǒng;sung2;null;null;null	⿱⿰人人耳
U+8039	耹	qín;null;null;KIN,GON,KEN,GEN;null	⿰耳⿱⿱人丶㇇[G]
U+803A	耺	yún;null;null;UN,YOU;null	⿰耳⿱⿱一一厶
U+803B	耻	chǐ;ci2;CHI;CHI;null	⿰耳止
U+803C	耼	dān;daam1;null;TAN,BAN,MAN,DAN,NAN;null	⿰耳⿻冂⿱一一
U+803D	耽	dān;daam1;THAM;TAN;xẩm	⿰耳冘
U+803E	耾	hóng;wang4;null;KOU,OU;null	⿰耳⿸𠂇厶
U+803F	耿	gěng;gang2;KYENG;KOU;null	⿰耳⿱八人
U+8040	聀	zhí;null;null;SHOKU;giõng,giấc	⿰耳⿻⿺⿻一乚丶丿
U+8041	聁	pàn;null;null;null;null	⿰耳⿱八⿹𠃌丿
U+8042	聂	niè;nip6;null;null;null	⿱耳⿰又又
U+8043	聃	dān;daam1;TAM;null;null	⿰耳冉
U+8044	聄	zhěn;null;null;SHIN;null	⿰耳⿱人彡
U+8045	聅	chè;null;null;null;null	⿰耳⿱𠂉⿻一人
U+8046	聆	líng;ling4;LYENG;REI,RYOU;null	⿰耳⿱⿱人丶龴[G]
U+8047	聇	zhēng;null;null;null;null	⿰耳⿱一止
U+8048	聈	yǒu;null;null;null;null	⿰耳⿰⿰②丶⿻丿𠃌
U+8049	聉	wà;null;null;null;null	⿰耳⿱⿻凵丨[GTK]凵
U+804A	聊	liáo;liu4;LYO;RYOU;null	⿰耳⿰𠂎卩
U+804B	聋	lóng;lung4;null;null;null	⿱⿻⿺尢丶丿耳
U+804C	职	zhí;zik1;null;null;null	⿰耳⿱口八
U+804D	聍	níng;ning4;null;null;null	⿰耳⿱宀⿱一亅
U+804E	聎	tiāo;null;null;null;null	⿰耳兆
U+804F	聏	ér;ji4;null;null;null	⿰耳⿱一⿱丿⿵冂⿰丨丨
U+8050	聐	yà;null;null;null;null	⿰耳⿱⿱十一口
U+8051	聑	tiē;null;null;null;null	⿰耳耳
U+8052	聒	guā;kut3;KWAL;KATSU;null	⿰耳⿱⿱丿十口[GJK]
U+8053	聓	xù;null;null;null;null	⿱⿰工⿵几丶[G]耳
U+8054	联	lián;lyun4;null;null;null	⿰耳⿱丷⿱一⿻一人[G]
U+8055	聕	hào;null;HO;null;null	⿰耳⿱𠂒口[GT],⿰耳⿱𠂒口[K]
U+8056	聖	shèng;sing3;SENG;SEI,SHOU;thánh	⿱⿰耳口⿱一⿱十一[GJ],⿱⿰耳口⿱丿⿱十一[TKV]
U+8057	聗	liè;null;null;null;null	⿰耳⿻⿻一人⿰人人
U+8058	聘	pìn;ping3;PING;HEI;sánh	⿰耳⿱由⿱一㇉
U+8059	聙	jīng;null;null;null;null	⿰耳⿱龶月[GT],⿰耳⿱龶円[K]
U+805A	聚	jù;zeoi6;CHWI;SHUU,SHU,JU;tụ	⿱⿰耳又[GV]乑[GJK],⿱取⿲人亻人[TV]
U+805B	聛	bǐ;bei2;null;null;null	⿰耳⿱⿻白丿十[GTK]
U+805C	聜	dǐ;null;null;null;null	⿰耳⿱⿱宀八工
U+805D	聝	guó;gwik1;null;null;null	⿰耳⿹戈⿱口一
